ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
6,distributed,7,smoc6,67.092,5124,4088,12964,14452,7952,2439
6,distributed,7,smoc7,27.046,936,3004,8216,8816,5304,2434
6,distributed,8,smoc1,66.48,1396,4348,6088,16876,7912,2438
6,distributed,8,smoc2,65.268,1980,3628,4576,13488,7720,2438
6,distributed,8,smoc3,66.169,4004,4316,17036,14320,7192,2435
6,distributed,8,smoc4,64.809,84,4596,7932,15448,8044,2436
6,distributed,8,smoc5,65.502,0,4728,4644,10616,7036,2437
6,distributed,8,smoc6,65.71,0,4728,5404,13476,7712,2435
6,distributed,8,smoc7,28.197,7180,2184,12308,9668,6772,2441
6,distributed,9,smoc1,74.574,204,4964,6388,10120,6648,2434
6,distributed,9,smoc2,74.102,4856,1144,11380,14312,7984,2439
6,distributed,9,smoc3,74.396,464,4964,6512,16836,6560,2436
6,distributed,9,smoc4,74.788,4352,3904,0,14008,8364,2441
6,distributed,9,smoc5,74.578,3664,1600,0,10656,7000,2440
6,distributed,9,smoc6,75.056,4640,4296,6072,16396,8048,2442
6,distributed,9,smoc7,32.741,948,3576,6920,3600,4804,2435
6,distributed,10,smoc1,67.142,3512,4648,18784,19648,8924,2434
6,distributed,10,smoc2,67.695,5232,4740,16092,17276,8468,2440
6,distributed,10,smoc3,67.68,5208,4308,1276,14712,8468,2439
6,distributed,10,smoc4,67.062,464,4832,6300,15448,6472,2436
6,distributed,10,smoc5,67.575,4628,4884,5532,15544,9228,2437
6,distributed,10,smoc6,68.717,508,5316,2524,11748,7624,2439
6,distributed,10,smoc7,27.575,5504,1028,11288,10228,6064,2435
6,centralized,1,smoc1,66.117,4516,1780,11624,12376,6580,2435
6,centralized,1,smoc2,66.34,4580,1600,16404,14136,6652,2435
6,centralized,1,smoc3,66.836,3288,1432,0,8564,7712,2441
6,centralized,1,smoc4,65.69,92,4596,5024,14504,7344,2434
6,centralized,1,smoc5,66.167,4644,1764,10848,13396,6772,2435
6,centralized,1,smoc6,67.042,56,4612,5420,14564,6640,2433
6,centralized,1,smoc7,21.414,1796,3320,7780,2780,288,2437
6,centralized,2,smoc1,66.109,232,4964,7056,14312,8008,2434
6,centralized,2,smoc2,66.26,4900,4404,14604,18512,7468,2435
6,centralized,2,smoc3,67.118,5152,4424,7348,10992,7336,2441
6,centralized,2,smoc4,66.116,4828,2908,5244,12132,6916,2443
6,centralized,2,smoc5,66.248,1256,3816,5576,11440,7072,2436
6,centralized,2,smoc6,65.902,232,4732,7776,14652,7080,2434
6,centralized,2,smoc7,21.472,5492,1548,10784,14508,4580,2436
6,centralized,3,smoc1,67.031,4424,4344,14736,15020,6648,2435
6,centralized,3,smoc2,66.396,4776,4340,1016,12752,7352,2441
6,centralized,3,smoc3,66.505,4788,4524,7976,15288,6432,2436
6,centralized,3,smoc4,66.953,4856,4424,10888,15564,7392,2435
6,centralized,3,smoc5,67.035,884,4136,3684,10500,5832,2437
6,centralized,3,smoc6,66.935,0,4720,4172,9940,6068,2435
6,centralized,3,smoc7,22.007,4512,1048,11556,10396,6520,2436
6,centralized,4,smoc1,66.386,1904,4296,2632,14248,7144,2437
6,centralized,4,smoc2,65.948,4668,4128,17384,17776,6928,2436
6,centralized,4,smoc3,65.528,4680,4348,7792,15204,6796,2438
6,centralized,4,smoc4,65.914,0,3084,308,11792,6580,2436
6,centralized,4,smoc5,65.416,4572,4296,15208,16760,6748,2434
6,centralized,4,smoc6,66.293,4152,1668,0,9484,6352,2440
6,centralized,4,smoc7,21.217,5464,1028,10688,12452,5160,2435
6,centralized,5,smoc1,66.978,3540,2264,8612,10100,6604,2435
6,centralized,5,smoc2,67.963,3640,4132,7180,17120,6932,2437
