ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop,ObjectSize
10,mirrored,5,smoc8,22.907,13732,10948,80876,88256,48288,3537,116320
10,mirrored,5,smoc9,23.27,13472,10984,119196,122696,59792,3534,115920
10,mirrored,5,smoc10,24.495,10964,8580,87984,95812,53280,3533,115920
10,mirrored,5,smoc11,6.260,12240,7196,42668,44692,56932,3557,230400
10,mirrored,6,smoc1,23.986,11784,12712,111680,116204,59928,3535,115800
10,mirrored,6,smoc2,24.605,7996,9112,92140,111576,56712,3557,115800
10,mirrored,6,smoc3,24.307,11236,7624,91296,94988,53928,3532,116040
10,mirrored,6,smoc4,24.757,15360,11880,72280,74692,63616,3533,116040
10,mirrored,6,smoc5,23.859,8976,9256,76280,84440,51232,3536,114640
10,mirrored,6,smoc6,24.317,11984,11044,88000,93724,52068,3534,114640
10,mirrored,6,smoc7,25.346,9472,7596,135488,144836,76192,3556,114840
10,mirrored,6,smoc8,24.301,11168,9752,104168,108256,61416,3537,114840
10,mirrored,6,smoc9,24.969,13124,11240,85956,98616,77524,3556,114680
10,mirrored,6,smoc10,24.419,10544,8596,77636,98684,50404,3548,114680
10,mirrored,6,smoc11,6.024,9468,5144,52156,50872,96112,3534,230400
10,mirrored,7,smoc1,22.248,12652,8316,68488,77356,50048,3535,117440
10,mirrored,7,smoc2,24.672,9048,13136,38868,65404,55544,3556,117440
10,mirrored,7,smoc3,25.454,9640,8480,82876,89924,59768,3541,115320
10,mirrored,7,smoc4,24.011,7324,5892,120020,123404,72328,3534,115320
10,mirrored,7,smoc5,24.127,13000,12804,93948,100240,59740,3537,116160
10,mirrored,7,smoc6,23.758,12324,10284,86816,89528,51740,3536,116160
10,mirrored,7,smoc7,23.908,8592,11776,80712,91780,77460,3538,113240
10,mirrored,7,smoc8,24.33,13424,11520,74196,77140,67528,3535,113240
10,mirrored,7,smoc9,24.709,4540,9832,77928,90688,47540,3554,113840
10,mirrored,7,smoc10,22.833,14520,10832,134016,140032,75288,3534,113840
10,mirrored,7,smoc11,5.977,9192,8232,73628,71260,91576,3559,230400
10,mirrored,8,smoc1,24.067,9052,7948,93172,102768,68748,3557,115600
10,mirrored,8,smoc2,22.417,11072,7364,99528,103204,54568,3534,115600
10,mirrored,8,smoc3,24.69,9232,9056,51144,58160,53832,3552,115600
10,mirrored,8,smoc4,24.414,16404,11888,75540,82620,46212,3543,115600
10,mirrored,8,smoc5,24.9,11656,8624,90432,97480,50224,3553,116840
10,mirrored,8,smoc6,24.028,16676,17088,155852,160916,97172,3545,116840
10,mirrored,8,smoc7,24.185,8412,6688,50076,69688,43728,3559,113040
10,mirrored,8,smoc8,24.268,9692,7316,87020,90972,54840,3535,113040
10,mirrored,8,smoc9,23.238,10408,6852,97848,103228,58184,3535,114920
10,mirrored,8,smoc10,24.419,9184,8624,80300,85928,53324,3537,114920
10,mirrored,8,smoc11,5.426,16524,12316,82768,78128,53564,3546,230400
10,mirrored,9,smoc1,27.314,7084,5920,58892,64480,60700,3533,116360
10,mirrored,9,smoc2,28.246,12520,10848,112176,120232,66676,3536,116360
10,mirrored,9,smoc3,28.947,12828,10640,89100,96384,63268,3554,114720
10,mirrored,9,smoc4,28.501,13500,10912,73288,80960,68440,3537,114720
10,mirrored,9,smoc5,27.832,10024,7780,42212,70120,61400,3560,115000
10,mirrored,9,smoc6,27.561,11240,10368,83296,87476,58648,3532,115000
10,mirrored,9,smoc7,27.745,11768,8624,94252,99120,60356,3537,114280
10,mirrored,9,smoc8,27.928,13480,12600,72344,72300,73076,3537,114280
10,mirrored,9,smoc9,27.435,10704,7364,67348,90300,50580,3558,115640
10,mirrored,9,smoc10,27.898,12180,8576,33736,60992,49152,3562,115640
10,mirrored,9,smoc11,6.644,12304,17080,86960,94512,68732,3552,230400
10,mirrored,10,smoc1,26.323,10000,8796,80760,91660,57564,3541,115600
10,mirrored,10,smoc2,28.004,7892,9340,77188,85144,56184,3534,115600
10,mirrored,10,smoc3,27.103,9116,10636,78944,86120,58980,3532,115560
10,mirrored,10,smoc4,27.936,12816,12336,82952,94644,55772,3543,115560
10,mirrored,10,smoc5,26.237,12652,11976,84560,89528,60244,3537,114680
10,mirrored,10,smoc6,26.804,9868,10588,68444,96892,56916,3557,114680
10,mirrored,10,smoc7,26.842,11044,11976,28872,49480,52536,3551,114560
10,mirrored,10,smoc8,27.915,13916,12468,90808,98984,55416,3556,114560
10,mirrored,10,smoc9,27.64,7388,10520,26724,59084,56516,3558,115600
10,mirrored,10,smoc10,27.184,8708,10768,92668,100480,68296,3552,115600
10,mirrored,10,smoc11,5.955,10032,4392,37376,27324,48744,3559,230400
