ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
12,centralized,2,smoc6,31.923,3208,8052,73704,87644,50592,4082
12,centralized,2,smoc7,29.457,0,9452,46944,67940,66612,4094
12,centralized,2,smoc8,32.659,11312,10168,85456,91132,66612,4084
12,centralized,2,smoc9,32.893,8896,6720,10784,13588,14160,4090
12,centralized,2,smoc10,33.501,1324,8040,62028,79416,63928,4081
12,centralized,2,smoc11,32.665,6164,8588,59700,65440,50960,4087
12,centralized,2,smoc12,32.508,8088,6888,80784,83724,55500,4086
12,centralized,2,smoc13,5.820,12496,6396,65624,62504,61488,4083
12,centralized,3,smoc1,33.342,5452,9336,69740,80836,51260,4090
12,centralized,3,smoc2,32.123,6444,6796,51156,63956,19552,4083
12,centralized,3,smoc3,30.262,10612,11080,67644,91564,41840,4089
12,centralized,3,smoc4,33.046,10716,7988,62288,67620,56448,4074
12,centralized,3,smoc5,33.408,6636,8084,14860,15896,6828,4083
12,centralized,3,smoc6,31.589,5896,6144,60032,78608,51240,4091
12,centralized,3,smoc7,33.706,6532,10468,69636,77148,46436,4079
12,centralized,3,smoc8,33.049,1296,9464,67124,84596,47404,4088
12,centralized,3,smoc9,32.835,3588,7248,59752,68808,59240,4090
12,centralized,3,smoc10,32.546,10872,7396,71180,84720,55212,4086
12,centralized,3,smoc11,34.017,6144,6736,70196,79480,52624,4084
12,centralized,3,smoc12,32.999,6792,9556,47016,69032,66588,4082
12,centralized,3,smoc13,6.008,3436,2416,96796,98924,77988,4076
12,centralized,4,smoc1,34.376,6316,8052,50276,59072,46896,4087
12,centralized,4,smoc2,34.415,6576,8048,81792,83784,59916,4083
12,centralized,4,smoc3,33.287,10868,8276,77300,82268,60876,4088
12,centralized,4,smoc4,31.077,9272,9080,53480,73052,58264,4089
12,centralized,4,smoc5,32.827,11320,8308,81520,82248,51132,4075
12,centralized,4,smoc6,33.218,10352,8588,67220,67220,54224,4082
12,centralized,4,smoc7,31.571,9220,8848,74284,79052,68404,4087
12,centralized,4,smoc8,33.029,9468,6900,77904,82228,68972,4074
12,centralized,4,smoc9,31.796,8220,8044,75728,80600,51524,4088
12,centralized,4,smoc10,33.285,6716,8060,19948,22776,15504,4090
12,centralized,4,smoc11,33.652,4812,7032,78048,85520,40992,4086
12,centralized,4,smoc12,33.708,6412,7556,77852,81808,39328,4088
12,centralized,4,smoc13,6.807,11044,3316,56604,51844,64508,4087
12,centralized,5,smoc1,33.528,6712,6236,66600,71876,60268,4090
12,centralized,5,smoc2,33.297,5196,7244,14164,16508,6904,4074
12,centralized,5,smoc3,32.507,5828,8272,75572,78484,73252,4067
12,centralized,5,smoc4,33.715,10960,8748,73456,79600,60432,4080
12,centralized,5,smoc5,32.258,6260,5536,77116,79424,48480,4090
12,centralized,5,smoc6,33.339,8820,8044,74072,80184,45900,4081
12,centralized,5,smoc7,32.262,1052,10264,6704,22876,23720,4086
12,centralized,5,smoc8,30.301,11300,8848,65316,67772,59148,4068
12,centralized,5,smoc9,32.714,6704,7556,77656,80156,48888,4082
12,centralized,5,smoc10,33.246,2040,5704,16504,22532,24076,4081
12,centralized,5,smoc11,32.838,6436,6504,64080,78988,59528,4085
12,centralized,5,smoc12,31.293,10792,8804,21880,20384,20296,4069
12,centralized,5,smoc13,5.863,8644,4096,52116,50704,60776,4082
12,centralized,6,smoc1,30.696,10840,8804,75784,82900,63784,4088
12,centralized,6,smoc2,32.123,1416,9456,65780,80356,66636,4087
12,centralized,6,smoc3,32.297,5996,6488,25136,30244,36960,4087
12,centralized,6,smoc4,32.612,11020,10120,77356,81576,70888,4071
12,centralized,6,smoc5,32.538,8320,8276,78764,85316,63052,4086
12,centralized,6,smoc6,32.7,5472,7524,71924,80300,66624,4089
12,centralized,6,smoc7,31.703,4956,8352,77616,84968,72456,4067
12,centralized,6,smoc8,31.334,11308,7380,82436,85624,68520,4086
12,centralized,6,smoc9,31.568,9648,7924,74472,81488,56040,4086
12,centralized,6,smoc10,32.681,4608,7136,73468,81520,63368,4077
12,centralized,6,smoc11,33.506,5152,6028,10924,20228,9976,4091
12,centralized,6,smoc12,33.3,10116,9500,20464,21192,18372,4075
12,centralized,6,smoc13,6.012,5380,296,79044,77196,79368,4080
12,centralized,7,smoc1,34.085,8304,8052,67340,72432,65528,4075
12,centralized,7,smoc2,32.14,6500,8012,79748,83512,62284,4073
12,centralized,7,smoc3,32.723,1988,8076,64028,80728,70024,4081
12,centralized,7,smoc4,34.173,6208,6904,73796,85840,50792,4088
12,centralized,7,smoc5,32.072,9324,8560,64496,64740,58060,4072
12,centralized,7,smoc6,34.076,8128,6700,76084,79044,53532,4089
12,centralized,7,smoc7,31.454,10232,8016,85948,89196,61800,4072
12,centralized,7,smoc8,32.084,3744,9664,9204,19980,15512,4086
12,centralized,7,smoc9,33.795,5384,6800,74804,84812,63652,4074
12,centralized,7,smoc10,32.423,13224,12316,78864,81652,72176,4084
12,centralized,7,smoc11,32.927,6708,9624,68048,90440,62456,4077
12,centralized,7,smoc12,32.727,6304,7028,76836,83356,63472,4082
12,centralized,7,smoc13,5.905,3596,880,41492,40696,36512,4081
12,centralized,8,smoc1,31.448,3776,6748,68988,81876,64956,4090
12,centralized,8,smoc2,31.115,7784,6272,13076,19232,11524,4071
12,centralized,8,smoc3,32.653,7732,9176,63128,75752,67440,4085
12,centralized,8,smoc4,32.738,6544,9532,76556,83836,69376,4078
12,centralized,8,smoc5,32.906,6668,6964,77828,80864,65272,4066
12,centralized,8,smoc6,32.731,2688,5660,76880,79396,59128,4083
12,centralized,8,smoc7,31.766,11656,9464,82244,82608,73028,4070
12,centralized,8,smoc8,32.443,11544,8292,55584,66860,64856,4077
12,centralized,8,smoc9,32.96,4952,6504,58608,66868,58072,4068
12,centralized,8,smoc10,31.908,2508,9552,10584,21880,23976,4085
12,centralized,8,smoc11,32.026,6900,7780,69028,80492,43708,4082
12,centralized,8,smoc12,32.882,11064,9572,71220,85472,55852,4085
12,centralized,8,smoc13,6.011,7804,1480,41888,41712,38224,4081
