ReplicaSet,Solution,SmocId,Experiment,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
10,conventional,smoc11,7,4.525,12796,12312,56776,60528,75876,3566
10,conventional,smoc1,8,26.246,6332,9376,88548,102716,59148,3565
10,conventional,smoc2,8,26.769,7172,7584,97172,119368,68076,3562
10,conventional,smoc3,8,24.828,9156,7548,85772,95484,58836,3553
10,conventional,smoc4,8,25.236,936,9432,148004,172512,180220,3565
10,conventional,smoc5,8,26.71,12268,10436,96068,103080,54648,3560
10,conventional,smoc6,8,26.634,12036,9832,113436,128156,75272,3560
10,conventional,smoc7,8,25.458,8524,7316,81408,93532,54448,3560
10,conventional,smoc8,8,25.349,9088,11944,89576,104928,60472,3565
10,conventional,smoc9,8,25.736,13248,10988,98428,108560,64592,3555
10,conventional,smoc10,8,24.671,10260,8804,92660,98340,66556,3547
10,conventional,smoc11,8,4.504,8716,1844,52664,50392,58216,3562
10,conventional,smoc1,9,25.559,20876,18748,86936,87608,60360,3561
10,conventional,smoc2,9,25.977,9496,11712,99172,103536,58904,3552
10,conventional,smoc3,9,26.114,7224,6720,80028,92352,49056,3561
10,conventional,smoc4,9,26.59,2188,5892,67544,88252,51424,3562
10,conventional,smoc5,9,25.052,7584,7132,111924,123500,113556,3565
10,conventional,smoc6,9,26.999,5956,10600,91932,105252,60528,3558
10,conventional,smoc7,9,24.676,13684,11064,109492,121076,58796,3558
10,conventional,smoc8,9,25.496,5744,8764,140692,146620,89876,3561
10,conventional,smoc9,9,26.505,7692,9780,135120,143108,66292,3563
10,conventional,smoc10,9,25.749,9088,11712,86820,94912,59368,3562
10,conventional,smoc11,9,5.173,5144,476,49812,48188,68456,3559
10,conventional,smoc1,10,24.118,5552,10008,92096,103152,60500,3559
10,conventional,smoc2,10,25.812,11204,10060,127480,143412,76696,3560
10,conventional,smoc3,10,26.471,9116,8708,92908,102492,57840,3557
10,conventional,smoc4,10,24.258,5760,9856,74124,88812,51852,3553
10,conventional,smoc5,10,24.99,13712,13016,89272,102980,60604,3565
10,conventional,smoc6,10,25.956,7556,9036,116548,122456,111176,3566
10,conventional,smoc7,10,25.538,7204,7952,99260,104264,55564,3566
10,conventional,smoc8,10,25.328,8672,7576,97160,100444,57744,3563
10,conventional,smoc9,10,25.424,11716,6976,98816,106220,64372,3552
10,conventional,smoc10,10,26.054,17576,13748,97896,106944,61852,3561
10,conventional,smoc11,10,6.658,4944,4700,96004,96464,105928,3558
