ReplicaSet,Solution,SmocId,Experiment,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
12,conventional,smoc6,1,34.504,8800,12000,174012,182956,124784,3557
12,conventional,smoc7,1,36.067,7504,6688,150096,155704,109096,3563
12,conventional,smoc8,1,35.851,7084,11276,109480,121404,79280,3569
12,conventional,smoc9,1,35.569,12808,8448,141740,151624,87504,3561
12,conventional,smoc10,1,37.766,8896,8972,180352,194272,141196,3554
12,conventional,smoc11,1,36.103,6720,5716,132920,145588,96492,3563
12,conventional,smoc12,1,33.497,1204,10404,138872,163628,100556,3566
12,conventional,smoc13,1,6.211,16392,16004,126020,122632,78640,3555
12,conventional,smoc1,2,27.88,10128,9576,152608,154652,154320,3543
12,conventional,smoc2,2,31.232,5300,7548,95788,105296,62488,3560
12,conventional,smoc3,2,32.37,10632,11520,97628,102568,59000,3561
12,conventional,smoc4,2,30.52,13916,10068,79560,86344,51660,3550
12,conventional,smoc5,2,32.256,7540,10272,86220,94364,59320,3566
12,conventional,smoc6,2,32.429,8880,9464,79416,87164,61000,3558
12,conventional,smoc7,2,31.87,13500,10260,103896,108628,64712,3557
12,conventional,smoc8,2,30.221,8032,5660,110384,126248,109876,3562
12,conventional,smoc9,2,29.595,13268,8576,90212,90988,80864,3551
12,conventional,smoc10,2,32.015,1884,9420,81412,99220,97772,3562
12,conventional,smoc11,2,32.259,8868,7364,90260,96352,53420,3557
12,conventional,smoc12,2,32.053,6956,7084,78652,90968,51160,3557
12,conventional,smoc13,2,5.535,5188,3428,46308,39360,76028,3561
12,conventional,smoc1,3,30.282,6768,9752,96564,114540,61860,3568
12,conventional,smoc2,3,30.001,13684,11328,122104,124912,57880,3550
12,conventional,smoc3,3,29.56,3220,11340,75484,91040,56512,3567
12,conventional,smoc4,3,30.645,7124,10200,85512,91796,56384,3562
12,conventional,smoc5,3,30.666,6392,9172,85148,94876,60684,3551
12,conventional,smoc6,3,30.605,7948,6352,98648,113136,98548,3566
12,conventional,smoc7,3,30.329,12972,7752,83792,98788,59472,3560
12,conventional,smoc8,3,31.474,12356,8056,77360,90572,57896,3558
12,conventional,smoc9,3,29.71,13336,10768,97500,103780,57344,3551
12,conventional,smoc10,3,30.715,3008,7624,93772,102180,60200,3565
12,conventional,smoc11,3,32.481,12732,7560,75980,85112,54372,3557
12,conventional,smoc12,3,31.054,2864,8200,61892,77004,55752,3561
12,conventional,smoc13,3,4.702,1316,3012,51240,49868,59624,3546
12,conventional,smoc1,4,29.576,7296,6748,75808,88232,52960,3552
12,conventional,smoc2,4,30.23,3744,7624,127928,146948,78532,3560
12,conventional,smoc3,4,29.527,13916,10588,92948,100024,50176,3547
12,conventional,smoc4,4,29.682,7416,8536,94408,104280,91988,3563
12,conventional,smoc5,4,29.864,13268,8344,98700,99092,63616,3552
12,conventional,smoc6,4,30.839,8352,6676,93452,97380,94592,3569
12,conventional,smoc7,4,30.361,7196,5884,154008,160220,133132,3564
12,conventional,smoc8,4,29.27,7840,7316,83204,91420,58948,3549
12,conventional,smoc9,4,28.933,8152,7548,70576,85556,56732,3567
12,conventional,smoc10,4,30.044,6428,5712,77516,92852,52964,3560
12,conventional,smoc11,4,27.749,5240,9796,69768,87504,54424,3555
12,conventional,smoc12,4,32.045,5712,9320,89660,97164,54340,3564
12,conventional,smoc13,4,4.592,5016,168,49232,47580,68060,3561
12,conventional,smoc1,5,30.843,12004,9548,81220,92212,54264,3556
12,conventional,smoc2,5,28.564,7540,5504,90976,99628,50188,3563
12,conventional,smoc3,5,31.834,13500,9380,93840,97272,61372,3554
12,conventional,smoc4,5,32.334,1400,9532,67776,85236,46052,3565
12,conventional,smoc5,5,31.114,12988,8856,83512,94796,62160,3554
12,conventional,smoc6,5,29.779,7560,5660,82904,95704,60836,3566
12,conventional,smoc7,5,29.835,9308,8800,90832,100780,56948,3555
12,conventional,smoc8,5,30.98,4188,9276,89648,103704,53100,3556
12,conventional,smoc9,5,31.566,3928,11776,52000,70660,47856,3567
12,conventional,smoc10,5,31.8,13500,11300,81532,89588,58848,3567
12,conventional,smoc11,5,32.973,9392,9268,75008,85180,57192,3561
12,conventional,smoc12,5,31.356,6464,8572,89452,96480,58188,3559
12,conventional,smoc13,5,4.783,4960,316,56860,55640,79220,3551
12,conventional,smoc1,6,28.569,9168,5428,122400,124972,71524,3562
12,conventional,smoc2,6,28.221,9396,10284,106644,126808,108336,3565
12,conventional,smoc3,6,29.404,9340,8624,101476,108848,51836,3564
12,conventional,smoc4,6,30.683,4292,9040,84804,98972,65664,3563
12,conventional,smoc5,6,29.894,17120,15068,94740,92032,97640,3566
12,conventional,smoc6,6,29.2,7656,5892,105060,116308,62068,3567
12,conventional,smoc7,6,29.825,13268,8344,86412,97724,63012,3567
12,conventional,smoc8,6,29.619,11380,10928,82996,93632,58992,3564
12,conventional,smoc9,6,30.052,7368,5400,112388,122544,60240,3565
12,conventional,smoc10,6,28.642,10496,7384,158204,165008,156012,3552
12,conventional,smoc11,6,29.656,9360,7152,81992,94592,55360,3564
12,conventional,smoc12,6,28.573,9668,5892,103144,111748,101564,3552
12,conventional,smoc13,6,5.506,9440,3084,39196,33328,48164,3564
12,conventional,smoc1,7,30.951,8972,10260,89384,95264,63376,3548
12,conventional,smoc2,7,30.625,7232,9384,94592,101016,60424,3557
12,conventional,smoc3,7,28.532,13572,8624,80560,92628,58072,3564
12,conventional,smoc4,7,27.938,11924,10032,100652,102276,57252,3546
12,conventional,smoc5,7,30.927,10968,8148,92812,98456,60148,3557
12,conventional,smoc6,7,30.039,13172,10800,58172,65724,65616,3563
12,conventional,smoc7,7,30.578,13140,8324,91748,102920,65064,3568
12,conventional,smoc8,7,30.784,6596,9036,87908,94800,66072,3556
12,conventional,smoc9,7,29.459,7004,10404,88840,99348,58500,3555
12,conventional,smoc10,7,29.813,13160,8576,88088,91484,61112,3550
12,conventional,smoc11,7,30.736,13160,8064,98416,106520,64780,3552
12,conventional,smoc12,7,30.724,9796,8864,121172,127412,123544,3560
12,conventional,smoc13,7,4.782,10040,4200,55580,44100,68128,3563
12,conventional,smoc1,8,29.424,22472,15204,87892,92348,66400,3562
12,conventional,smoc2,8,29.892,8504,7316,75108,94544,54968,3558
12,conventional,smoc3,8,31.614,13500,8344,97108,103512,56984,3552
12,conventional,smoc4,8,29.541,9384,11520,100816,112936,64444,3567
12,conventional,smoc5,8,29.749,8912,10504,82856,95248,89844,3562
12,conventional,smoc6,8,28.965,7548,10688,103388,117820,109104,3563
12,conventional,smoc7,8,31.034,9124,10724,96984,104892,62272,3553
12,conventional,smoc8,8,31.922,12044,10948,80728,93304,58932,3563
12,conventional,smoc9,8,30.176,8944,11368,125408,131516,120196,3560
12,conventional,smoc10,8,31.65,13500,8808,90560,96892,86608,3554
12,conventional,smoc11,8,29.893,10368,7156,94104,103288,65684,3563
12,conventional,smoc12,8,29.716,9460,10520,91200,94660,62300,3560
12,conventional,smoc13,8,4.895,11552,10676,130700,132896,19304,3557
12,conventional,smoc1,9,33.44,7604,8736,108584,107860,67236,3559
12,conventional,smoc2,9,31.274,7876,6096,69116,83380,77692,3559
12,conventional,smoc3,9,30.786,13500,11600,90012,92196,57396,3558
12,conventional,smoc4,9,32.122,11328,10576,91636,102300,64400,3568
12,conventional,smoc5,9,32.158,7832,7548,92372,101668,65808,3563
12,conventional,smoc6,9,31.997,9832,10584,173104,176192,174984,3563
12,conventional,smoc7,9,32.349,11740,8348,94588,104904,62228,3557
12,conventional,smoc8,9,32.917,2368,9340,75576,89836,94924,3562
12,conventional,smoc9,9,31.222,23004,15716,92164,94416,69796,3560
12,conventional,smoc10,9,30.837,13684,8884,105532,108144,96800,3545
12,conventional,smoc11,9,33.282,5404,8816,88516,107212,99208,3563
12,conventional,smoc12,9,32.018,8112,8900,95772,100132,68624,3564
12,conventional,smoc13,9,5.394,9236,3656,38772,30500,54120,3565
12,conventional,smoc1,10,33.475,2612,9788,82856,101996,59476,3568
12,conventional,smoc2,10,30.2,13248,11012,93852,99752,56764,3551
12,conventional,smoc3,10,28.846,13500,11396,79900,87688,55712,3561
12,conventional,smoc4,10,30.026,10004,7652,105860,120584,65272,3557
12,conventional,smoc5,10,32.673,6348,10064,81204,91000,57052,3558
12,conventional,smoc6,10,31.938,13164,8364,92016,91044,59036,3549
12,conventional,smoc7,10,30.106,9492,8944,85080,90280,56488,3563
12,conventional,smoc8,10,30.683,6968,10688,85092,93524,58796,3558
12,conventional,smoc9,10,29.998,21412,16412,87716,92540,71384,3556
12,conventional,smoc10,10,33.129,7700,7084,94008,105632,67036,3554
12,conventional,smoc11,10,33.145,7376,6660,101624,113028,61916,3568
12,conventional,smoc12,10,31.985,13916,8624,83160,92264,64432,3562
12,conventional,smoc13,10,4.611,5732,2680,47044,48124,53772,3561
12,distributed,smoc1,1,46.445,13064,9300,198220,204556,158140,3553
12,distributed,smoc2,1,49.166,9580,10556,243924,251740,227348,3550
12,distributed,smoc3,1,46.48,9180,7548,207168,220312,177616,3568
12,distributed,smoc4,1,45.828,13684,12780,227700,229976,184092,3551
12,distributed,smoc5,1,41.426,6728,6164,156928,163012,110796,3565
12,distributed,smoc6,1,47.218,9080,10752,207068,218924,173620,3555
12,distributed,smoc7,1,47.855,8796,9340,195344,216388,175528,3561
12,distributed,smoc8,1,46.411,12608,8576,212672,222460,149576,3566
12,distributed,smoc9,1,49.33,12152,8344,197172,208620,154008,3556
12,distributed,smoc10,1,42.033,6916,5892,192520,200888,153324,3558
12,distributed,smoc11,1,44.526,10904,7152,203852,220352,167956,3567
12,distributed,smoc12,1,44.764,13732,11860,201668,202564,149684,3551
12,distributed,smoc13,1,5.469,9632,1812,83588,83868,117592,3564
12,distributed,smoc1,2,31.074,2632,9792,76696,96776,61980,3566
12,distributed,smoc2,2,29.496,8636,10040,97192,102648,54560,3562
12,distributed,smoc3,2,29.919,7272,9232,76040,94520,63796,3564
12,distributed,smoc4,2,29.924,8496,9784,91380,97376,65712,3547
12,distributed,smoc5,2,28.789,8392,9260,113608,122920,106480,3566
12,distributed,smoc6,2,30.446,13684,8392,98280,105228,95684,3562
12,distributed,smoc7,2,30.996,12404,8104,119844,127336,69540,3547
12,distributed,smoc8,2,27.8,13732,8808,107876,106980,65412,3547
12,distributed,smoc9,2,30.561,10692,6964,97556,104800,100080,3560
12,distributed,smoc10,2,28.208,7652,8856,85604,92424,60200,3558
12,distributed,smoc11,2,29.665,12832,10368,162252,175320,110320,3567
12,distributed,smoc12,2,27.759,8452,5428,130328,153116,146980,3569
12,distributed,smoc13,2,5.514,8652,3996,75612,75468,113936,3562
12,distributed,smoc1,3,30.997,9144,6920,81552,97260,77772,3563
12,distributed,smoc2,3,28.593,7788,6800,105080,115040,66044,3564
12,distributed,smoc3,3,31.182,11108,6920,105760,111448,61504,3552
12,distributed,smoc4,3,29.996,7008,7028,135148,149784,151672,3566
12,distributed,smoc5,3,31.254,8912,8472,90996,96232,58196,3558
12,distributed,smoc6,3,30.425,7792,7408,90980,94640,89896,3557
12,distributed,smoc7,3,30.651,13684,8392,114856,124732,71080,3566
12,distributed,smoc8,3,29.695,8152,7656,83344,89588,56932,3551
12,distributed,smoc9,3,30.144,15352,11160,87084,94236,56480,3560
12,distributed,smoc10,3,30.289,7960,8504,78692,85320,52116,3551
12,distributed,smoc11,3,30.866,4228,8284,89536,102840,58784,3558
12,distributed,smoc12,3,31.835,2600,11116,87328,106548,102596,3566
12,distributed,smoc13,3,5.096,21928,13184,98556,93548,111312,3563
12,distributed,smoc1,4,30.647,11924,6852,146944,152404,151532,3553
12,distributed,smoc2,4,29.526,7400,8404,88472,109368,55908,3567
12,distributed,smoc3,4,30.187,8508,9332,105424,123700,57140,3569
12,distributed,smoc4,4,30.465,10068,9500,89408,100016,93900,3559
12,distributed,smoc5,4,29.498,8612,8148,78680,91164,60596,3561
12,distributed,smoc6,4,30.342,12024,7076,79140,85820,60560,3557
12,distributed,smoc7,4,29.814,9344,5840,108176,109788,64308,3567
12,distributed,smoc8,4,29.607,9060,7548,79056,96016,66172,3567
12,distributed,smoc9,4,30.657,7804,9784,83268,88092,51840,3563
12,distributed,smoc10,4,31.021,10136,11968,84152,90160,59604,3563
12,distributed,smoc11,4,30.143,8676,10368,80592,92816,59564,3565
12,distributed,smoc12,4,29.621,11604,8104,77932,90264,60060,3559
12,distributed,smoc13,4,6.274,16424,8268,60044,56556,47592,3567
12,distributed,smoc1,5,28.179,4948,8148,109380,118696,121396,3557
12,distributed,smoc2,5,29.567,6488,8704,85416,93708,53488,3553
12,distributed,smoc3,5,29.648,4840,5196,100516,107564,50756,3561
12,distributed,smoc4,5,29.173,13684,8392,91940,96004,55768,3562
12,distributed,smoc5,5,27.738,21996,21076,94852,95288,70192,3556
12,distributed,smoc6,5,28.801,6928,9736,81812,87948,53780,3545
12,distributed,smoc7,5,29.92,13500,8808,84248,88576,61484,3551
12,distributed,smoc8,5,29.383,9300,10300,131392,135724,123940,3559
12,distributed,smoc9,5,30.028,2528,5892,99520,118312,67824,3563
12,distributed,smoc10,5,27.335,10456,7596,109636,116816,65276,3551
12,distributed,smoc11,5,29.721,9180,7364,98704,108464,61560,3546
12,distributed,smoc12,5,28.436,13732,10196,113124,121564,63284,3553
12,distributed,smoc13,5,5.691,8048,284,79668,79244,64824,3563
12,distributed,smoc1,6,29.364,7128,7900,97960,112132,95476,3559
12,distributed,smoc2,6,30.286,6360,6460,114060,121960,66872,3562
12,distributed,smoc3,6,32.904,7020,8836,88072,95156,58628,3553
12,distributed,smoc4,6,29.493,18700,14152,95948,99104,66044,3562
12,distributed,smoc5,6,29.267,9144,5468,85132,94416,56404,3563
12,distributed,smoc6,6,30.737,13500,8576,107496,107172,70352,3551
12,distributed,smoc7,6,29.895,6624,5892,125220,131512,115808,3558
12,distributed,smoc8,6,31.832,11216,9580,90508,103280,96720,3566
12,distributed,smoc9,6,31.959,11048,5772,91908,100188,60136,3566
12,distributed,smoc10,6,32.04,4244,7084,93976,109144,65192,3560
12,distributed,smoc11,6,32.336,6852,8288,97920,106540,56920,3563
12,distributed,smoc12,6,30.401,5592,5828,82868,94876,47248,3564
12,distributed,smoc13,6,5.839,18492,9992,94952,95864,79484,3563
12,distributed,smoc1,7,29.017,8780,10364,90044,98072,55600,3553
12,distributed,smoc2,7,30.492,10704,9724,65332,88992,60600,3568
12,distributed,smoc3,7,31.309,8952,8392,86264,92584,49908,3561
12,distributed,smoc4,7,29.912,10412,7780,133596,138408,129576,3547
12,distributed,smoc5,7,30.041,13268,8344,111944,123872,74164,3565
12,distributed,smoc6,7,31.464,13684,11912,146356,154540,151532,3554
12,distributed,smoc7,7,28.249,9592,5892,164876,177404,190500,3566
12,distributed,smoc8,7,29.542,7324,5660,85496,93472,63456,3560
12,distributed,smoc9,7,28.775,8668,9588,111592,117424,59620,3552
12,distributed,smoc10,7,30.518,11808,6636,88012,99340,61396,3563
12,distributed,smoc11,7,30.645,11812,7152,86224,97400,53652,3560
12,distributed,smoc12,7,30.719,11480,8056,100928,113356,67708,3562
12,distributed,smoc13,7,6.34,8880,6256,68040,55632,49984,3562
12,distributed,smoc1,8,29.616,14092,13396,109664,110856,64468,3546
12,distributed,smoc2,8,30.066,13500,11300,109308,119120,70908,3569
12,distributed,smoc3,8,30.46,13020,8392,82004,96376,58312,3565
12,distributed,smoc4,8,30.485,10388,7596,87048,90360,54840,3554
12,distributed,smoc5,8,30.348,7160,5452,116788,120288,64540,3549
12,distributed,smoc6,8,30.125,6520,7540,88424,95832,62800,3553
12,distributed,smoc7,8,30.563,7804,7000,100196,112884,65432,3566
12,distributed,smoc8,8,32.173,13500,8576,85932,95368,54124,3566
12,distributed,smoc9,8,31.591,12032,8352,84940,95376,61660,3554
12,distributed,smoc10,8,29.779,11252,10040,105780,116152,72792,3557
12,distributed,smoc11,8,30.492,13268,8836,186244,189976,127192,3554
12,distributed,smoc12,8,31.151,10128,9172,110084,118004,60320,3559
12,distributed,smoc13,8,5.76,14208,8756,94196,93508,75692,3564
12,distributed,smoc1,9,30.737,9092,8624,82156,89612,73356,3552
12,distributed,smoc2,9,30.698,4276,5660,127504,140148,132988,3564
12,distributed,smoc3,9,30.297,6596,7548,78588,95140,52296,3556
12,distributed,smoc4,9,30.357,5568,5728,90860,101068,60872,3561
12,distributed,smoc5,9,28.054,10480,4936,102548,105996,61424,3545
12,distributed,smoc6,9,31.946,13164,11260,126588,130196,125876,3565
12,distributed,smoc7,9,29.78,8292,11928,147620,153748,86740,3564
12,distributed,smoc8,9,29.505,10860,6920,100072,108176,102468,3556
12,distributed,smoc9,9,30.081,10408,6872,70720,85320,55400,3569
12,distributed,smoc10,9,31.451,6884,6688,69940,91864,56676,3568
12,distributed,smoc11,9,31.321,11000,8344,110836,120536,60076,3560
12,distributed,smoc12,9,31.12,10276,6852,102612,110252,108232,3562
12,distributed,smoc13,9,5.556,8180,5836,77092,79388,118572,3569
12,distributed,smoc1,10,32.247,2808,7548,117560,138284,132336,3559
12,distributed,smoc2,10,30.311,12932,8104,83504,94556,53452,3550
12,distributed,smoc3,10,32.398,11816,7824,129516,137664,83744,3556
12,distributed,smoc4,10,32.858,12356,7664,104728,116812,119232,3555
12,distributed,smoc5,10,29.699,6840,11532,86496,97148,59616,3558
12,distributed,smoc6,10,31.384,8464,7132,143148,149216,151160,3554
12,distributed,smoc7,10,33.647,11360,8344,81012,95992,67848,3565
12,distributed,smoc8,10,31.736,1348,5884,65772,85496,88096,3565
12,distributed,smoc9,10,32.415,6612,5680,118096,131736,119760,3559
12,distributed,smoc10,10,31.027,8148,8616,70764,80856,49940,3566
12,distributed,smoc11,10,32.277,5936,5932,103852,112496,109504,3564
12,distributed,smoc12,10,31.866,8728,6852,91764,101128,56192,3553
12,distributed,smoc13,10,5.408,15836,15852,74100,77680,63236,3556
12,centralized,smoc1,1,39.539,13500,8344,207460,210176,129812,3552
12,centralized,smoc2,1,39.493,10796,7596,203708,219020,157344,3568
12,centralized,smoc3,1,37.299,9212,9268,184524,200956,137944,3567
12,centralized,smoc4,1,39.008,9064,7364,113392,116372,83796,3565
12,centralized,smoc5,1,36.933,9288,7084,160696,164104,185212,3562
12,centralized,smoc6,1,37.903,9188,7548,209640,213840,164776,3546
12,centralized,smoc7,1,38.6,9000,10052,200924,220932,175508,3562
12,centralized,smoc8,1,36.722,8280,9256,117156,123928,77328,3553
12,centralized,smoc9,1,40.89,6144,5916,140072,158824,115628,3564
12,centralized,smoc10,1,39.157,6680,7096,179948,191748,138012,3561
12,centralized,smoc11,1,37.834,10416,12152,153852,171244,121456,3571
12,centralized,smoc12,1,41.604,6096,7316,163320,175776,121244,3559
12,centralized,smoc13,1,5.225,9208,3568,46904,43168,65664,3561
12,centralized,smoc1,2,32.987,2764,9588,73928,88796,56116,3566
12,centralized,smoc2,2,33.038,2400,10552,89768,110488,59852,3568
12,centralized,smoc3,2,32.384,7500,7316,83320,93812,61484,3555
12,centralized,smoc4,2,31.136,12180,7152,124256,127596,67928,3545
12,centralized,smoc5,2,33.193,9068,12408,112436,117260,63264,3552
12,centralized,smoc6,2,30.425,2904,9800,70948,87548,58764,3563
12,centralized,smoc7,2,33.216,10124,12956,84240,88616,74180,3563
12,centralized,smoc8,2,30.726,9076,8392,111972,117848,107248,3559
12,centralized,smoc9,2,32.545,7228,7132,104044,111556,66012,3556
12,centralized,smoc10,2,31.745,5224,6012,129068,140196,140608,3568
12,centralized,smoc11,2,29.883,7564,6024,93424,102048,96948,3552
12,centralized,smoc12,2,29.568,11404,5764,80484,83216,75324,3547
12,centralized,smoc13,2,4.646,12032,11744,60284,58368,71760,3556
12,centralized,smoc1,3,29.673,8484,12176,71060,91392,62520,3567
12,centralized,smoc2,3,30.803,7236,10600,109820,130132,73440,3568
12,centralized,smoc3,3,30.529,11452,8808,133300,141520,84164,3547
12,centralized,smoc4,3,30.543,7016,9352,82432,92172,59916,3566
12,centralized,smoc5,3,30.276,17300,14596,120716,132344,81464,3567
12,centralized,smoc6,3,30.39,8752,7316,95040,101416,61996,3558
12,centralized,smoc7,3,30.231,13732,8576,91708,105124,94972,3562
12,centralized,smoc8,3,30.992,13500,13036,104136,104252,100476,3557
12,centralized,smoc9,3,29.826,12240,9132,109728,115828,65628,3559
12,centralized,smoc10,3,28.607,9820,5660,74392,91420,54228,3567
12,centralized,smoc11,3,30.222,12736,12944,126452,138928,132960,3551
12,centralized,smoc12,3,29.834,7764,6244,182880,191800,207884,3567
12,centralized,smoc13,3,4.373,5616,4716,54928,53068,70272,3560
12,centralized,smoc1,4,29.872,6308,5844,91084,103788,51904,3568
12,centralized,smoc2,4,30.116,8284,10016,93792,99064,62672,3559
12,centralized,smoc3,4,32.227,13340,9828,126080,138220,142888,3552
12,centralized,smoc4,4,29.387,11896,7548,99324,108456,65440,3552
12,centralized,smoc5,4,31.153,7992,8916,69980,80268,77764,3565
12,centralized,smoc6,4,30.614,8728,11804,132364,135820,138204,3551
12,centralized,smoc7,4,31.186,8912,7364,100088,103032,63280,3557
12,centralized,smoc8,4,29.648,7688,9776,88568,100804,61856,3570
12,centralized,smoc9,4,31.681,1892,8084,92488,110112,61476,3565
12,centralized,smoc10,4,30.298,8544,11752,114456,119824,114572,3564
12,centralized,smoc11,4,29.452,11532,7152,93784,94336,59596,3550
12,centralized,smoc12,4,28.815,11220,10676,94332,96548,62148,3560
12,centralized,smoc13,4,5.597,3912,12,53984,52836,69420,3552
12,centralized,smoc1,5,33.59,13452,9740,112620,118832,100724,3565
12,centralized,smoc2,5,32.345,5316,5704,77500,89212,53348,3563
12,centralized,smoc3,5,32.292,6824,8652,81264,99516,87400,3564
12,centralized,smoc4,5,32.287,9232,6184,120196,124516,67188,3564
12,centralized,smoc5,5,32.956,12156,9408,93124,101484,61180,3564
12,centralized,smoc6,5,33.3,13500,11628,104580,111884,63460,3566
12,centralized,smoc7,5,33.854,4980,6880,91844,102640,62508,3554
12,centralized,smoc8,5,33.547,8592,8904,131400,143448,138152,3565
12,centralized,smoc9,5,32.528,8832,10420,85868,97708,57748,3563
12,centralized,smoc10,5,33.576,9280,7364,151516,154136,163052,3554
12,centralized,smoc11,5,30.879,8760,10136,77220,87744,56208,3562
12,centralized,smoc12,5,32.882,6744,5708,149352,159460,164588,3565
12,centralized,smoc13,5,4.832,5080,6152,46396,46540,64644,3560
12,centralized,smoc1,6,27.702,14992,14088,95404,99900,59220,3542
12,centralized,smoc2,6,28.74,7496,5660,89956,94092,88716,3546
12,centralized,smoc3,6,29.241,9340,7596,88248,106312,61732,3565
12,centralized,smoc4,6,30.079,8884,6688,147868,161428,138636,3564
12,centralized,smoc5,6,30.284,9676,5472,82400,89508,60664,3560
12,centralized,smoc6,6,29.535,16800,16160,91592,93728,94924,3551
12,centralized,smoc7,6,27.321,9648,9940,63740,78228,40116,3560
12,centralized,smoc8,6,29.596,7072,10172,89876,100684,63432,3564
12,centralized,smoc9,6,27.493,11088,9588,146608,163272,164372,3569
12,centralized,smoc10,6,29.745,7716,7316,125684,135008,127236,3560
12,centralized,smoc11,6,30.137,11192,9392,52436,65264,67624,3566
12,centralized,smoc12,6,29.958,4528,10164,58868,78480,48992,3559
12,centralized,smoc13,6,4.970,9520,1692,43852,35704,54616,3555
12,centralized,smoc1,7,31.345,10168,12448,168692,175068,111652,3565
12,centralized,smoc2,7,30.677,12492,10180,79164,90692,52216,3562
12,centralized,smoc3,7,30.996,7592,6852,88492,97960,58176,3553
12,centralized,smoc4,7,30.466,10208,13036,136276,147640,149948,3564
12,centralized,smoc5,7,30.948,13732,9928,91876,92416,86788,3561
12,centralized,smoc6,7,29.486,7068,7364,105320,119924,60464,3567
12,centralized,smoc7,7,31.868,7728,8432,70948,83520,50608,3566
12,centralized,smoc8,7,29.684,13452,8228,120136,132672,118828,3567
12,centralized,smoc9,7,30.446,3544,8604,110440,129544,106228,3560
12,centralized,smoc10,7,28.459,11124,8708,100776,105772,58916,3545
12,centralized,smoc11,7,31.457,9064,7648,82948,93036,53528,3565
12,centralized,smoc12,7,29.968,13244,11680,111272,113136,108100,3567
12,centralized,smoc13,7,5.170,6620,4320,42796,35944,63660,3563
12,centralized,smoc1,8,29.674,8740,7596,90348,98384,53060,3566
12,centralized,smoc2,8,29.953,6812,5892,145176,157120,165164,3565
12,centralized,smoc3,8,30.319,9420,6548,94508,113912,99016,3558
12,centralized,smoc4,8,30.752,6948,11572,84544,90028,61048,3549
12,centralized,smoc5,8,30.6,8520,7836,87980,95844,61028,3553
12,centralized,smoc6,8,29.9,6932,8104,91060,106724,92156,3560
12,centralized,smoc7,8,29.665,8904,7084,127960,136048,80688,3560
12,centralized,smoc8,8,30.546,3260,11192,97316,110912,103752,3562
12,centralized,smoc9,8,28.898,7364,7196,111928,127760,117112,3561
12,centralized,smoc10,8,28.395,13176,8576,66488,84344,43260,3568
12,centralized,smoc11,8,31.557,5564,5448,70528,89248,55912,3559
12,centralized,smoc12,8,28.356,12116,7632,112160,118764,95436,3552
12,centralized,smoc13,8,4.724,10036,10572,53108,53208,70464,3550
12,centralized,smoc1,9,29.925,12048,7152,104424,110028,63260,3563
12,centralized,smoc2,9,30.29,13392,8576,108164,120696,71272,3565
12,centralized,smoc3,9,29.823,3536,7364,71948,92256,57380,3561
12,centralized,smoc4,9,30.013,13916,13436,110688,115124,98992,3561
12,centralized,smoc5,9,30.301,4604,5600,75280,88592,56656,3567
12,centralized,smoc6,9,30.731,7016,7548,140092,156172,162540,3561
12,centralized,smoc7,9,30.559,7276,6344,88700,101644,54304,3566
12,centralized,smoc8,9,30.975,1788,10444,92468,109228,58780,3563
12,centralized,smoc9,9,30.18,4952,5916,82704,92252,57536,3564
12,centralized,smoc10,9,30.786,13572,8856,111472,116956,102372,3569
12,centralized,smoc11,9,30.944,10360,11340,83616,90652,62736,3554
12,centralized,smoc12,9,28.344,13684,11548,97168,98864,60276,3548
12,centralized,smoc13,9,5.206,9716,6268,72000,69464,62660,3547
12,centralized,smoc1,10,30.125,5816,5372,139504,147260,157800,3568
12,centralized,smoc2,10,31.249,8968,7596,99080,107808,94732,3555
12,centralized,smoc3,10,31.45,8608,5792,94768,110748,109744,3559
12,centralized,smoc4,10,33.135,10700,8056,99904,107024,69688,3565
12,centralized,smoc5,10,31.324,6272,10312,149116,159808,163944,3559
12,centralized,smoc6,10,31.213,6108,12008,90612,101248,67528,3556
12,centralized,smoc7,10,31.722,8704,7364,104388,116352,65588,3554
12,centralized,smoc8,10,31.982,9088,8624,89752,101760,69544,3566
12,centralized,smoc9,10,32.613,13916,8856,75268,82120,58860,3553
12,centralized,smoc10,10,29.333,10472,10076,160340,168468,185804,3558
12,centralized,smoc11,10,30.336,8884,7316,81220,90884,62440,3565
12,centralized,smoc12,10,32.188,12588,9520,133792,140168,149752,3551
12,centralized,smoc13,10,5.557,6656,580,34220,31980,60128,3556
10,centralized,smoc1,1,29.12,11640,8104,132764,144704,95336,3564
10,centralized,smoc2,1,27.277,12424,8344,98768,114388,64204,3566
10,centralized,smoc3,1,29.819,12932,12492,136052,140728,90348,3564
10,centralized,smoc4,1,27.616,10596,10600,140192,143392,92576,3553
10,centralized,smoc5,1,26.634,13268,10172,108860,129948,75800,3566
10,centralized,smoc6,1,29.378,11228,8808,148756,153364,106668,3562
10,centralized,smoc7,1,28.184,12352,8856,105704,118540,114756,3554
10,centralized,smoc8,1,28.673,10112,6052,95708,108740,68424,3564
10,centralized,smoc9,1,27.566,4832,9328,77648,97748,58120,3568
10,centralized,smoc10,1,28.149,6076,5660,97320,104808,64472,3559
10,centralized,smoc11,1,5.271,11172,10188,83848,87644,82628,3556
10,centralized,smoc1,2,26.028,13500,11128,84620,92156,78464,3554
